,date_time,city_area,state,country,ufo_shape,encounter_length,described_encounter_length,description,date_documented,latitude,longitude
17923,2006-12-13 16:30:00,cataumet,ma,USA,unknown,3600.0,1 hour,NOAA Doppler sees streak across US.,2/1/2007,41.6661111,-70.6202778
31584,2000-03-15 21:00:00,belmont (canada),on,Canada,sphere,600.0,10 min.,Glowing orange/red probes appeared to be studying small rural town,11/20/2001,45.416667,-63.383333
39648,2002-04-29 23:30:00,gates,or,USA,unknown,5.0,5 seconds,Can anyone identify this.,5/14/2002,44.7563889,-122.4155556
16313,2014-01-18 23:39:00,tacoma,wa,USA,light,20.0,20 seconds,Slow blinking white light hovering over port area then vanished.,1/24/2014,47.2530556,-122.4430556
56727,1986-07-15 22:00:00,east sparta,oh,USA,other,300.0,5 minutes,Large low flying craft with clear bottom,6/9/2009,40.6672222,-81.355
79169,2009-09-04 11:15:00,maysville,ok,USA,light,20.0,20 seconds,unidentified white light object with two windows in it appeared to be burning or crashing towards earth,12/12/2009,34.8172222,-97.4055556
52536,2012-06-29 09:00:00,colorado springs,co,USA,light,3.0,0-3 seconds,UFO streaks past helicopter during Colorado wildfires,7/4/2012,38.8338889,-104.8208333
63520,2006-07-07 23:55:00,martinez,ca,USA,other,900.0,10 to 15 mins,my parents in there 60&#39s are in aww  it scared them Also. Date seen 7-7-06  11:55pm until it  vanished .,7/16/2006,38.0194444,-122.1330556
66347,1987-08-15 22:00:00,saskatoon (canada),sa,Canada,light,1200.0,20 minutes,I used to sit on our deck&#44on summer evenings and look at the stars. This was on a farm south of Saskatoon. Infrequently&#44 these lights w,12/2/2000,52.133333,-106.666667
50746,2012-06-21 21:50:00,loveland,co,USA,light,300.0,5 minutes,Light in North Eastern sky,7/4/2012,40.3977778,-105.0744444
69844,2011-08-26 00:00:00,saint paul,mn,USA,light,10.0,10sec,UFO in Minnesota at midnight,10/10/2011,44.9444444,-93.0930556
54983,2006-07-11 19:11:00,ridgewood,nj,USA,light,180.0,2-3 minutes,white star-like light moving across the sky.  ((NUFORC Note:  ISS??  PD)),10/30/2006,40.9791667,-74.1169444
41912,2007-05-12 02:30:00,ellisville ballwin wildwood,mo,Other,disk,300.0,3-5min,stationary tall saucer shape&#44 with an odd silky metallic skin&#44 multi colored lights on the lower&#44 light buzz sound,1/10/2009,38.616295,-90.534617
978,2013-10-01 21:30:00,cumming,ga,USA,fireball,1200.0,20 minutes,3 very slow-moving sparking&#44 flaming meteor looking objects starting on 1 side of the horizon and ended in the same spot on the other.,10/3/2013,34.2072222,-84.1402778
509,1970-10-01 01:00:00,kingston (canada),on,Canada,sphere,180.0,3 minutes,Sept. 1970. Kingston Ontario. Spherical grren orb. 3 minute duration. Bright green orb travelled slowly and then took off extremely qui,10/11/2005,44.233333,-76.483333
11567,2003-11-20 09:45:00,lewisville,tx,USA,circle,180.0,3 min,Very small Yellow circular object moving toward the east at a slow pace,11/26/2003,33.0461111,-96.9938889
59402,2002-07-24 01:00:00,haines city,fl,USA,unknown,600.0,10 minutes,huge pulsing red/white light in the orange groves,7/30/2002,28.1138889,-81.6180556
75007,2012-09-15 21:15:00,jackson,mt,USA,oval,5.0,5 seconds+,Spacecraft entering Earth&#8217;s atmosphere.,12/20/2012,45.3680556,-113.4080556
45508,2006-05-04 21:10:00,san leandro,ca,USA,circle,120.0,1-2 min.,four round ligths flying in triangle formation spoted over san leandro,5/15/2006,37.725,-122.155
37558,2003-04-18 19:30:00,royal,ar,USA,disk,600.0,10 minutes,We were taking pictures just before dark on a lake.We did not see objects until we downloaded pictures on our computer.,4/22/2003,34.5113889,-93.2408333
70185,2002-08-28 22:30:00,colonia st. jordi (spain),,Other,triangle,15.0,15 sec.,A triangle with rounded corners. 1 light like a circle at any corner. Dimmt not bright shining. Soundless flying about 1000 - 3000 m hi,9/13/2002,41.406897,2.132327
36991,2005-04-15 11:00:00,ringe,nh,Other,unknown,7200.0,2 hours,strange sight over Franklin Pierce college campus 2005,5/15/2006,42.751196,-72.009802
76611,2004-09-02 02:00:00,national park,ca,Other,light,60.0,1 minute,Three smart  bright  white lights,10/30/2006,37.865101,-119.538329
23999,2014-01-29 18:49:00,scottdale,pa,USA,triangle,300.0,5 minutes,Red lights on fast moving triangular UFO.,1/30/2014,40.1002778,-79.5872222
9053,1990-11-14 19:30:00,new london,nh,USA,other,600.0,10  minutes,formation of lights pulls manuevers then shoots off,6/20/2005,43.4138889,-71.9855556
64376,2011-08-10 21:15:00,south nags head,nc,Other,light,300.0,5 minutes,red/orange lights&#44 with connecting trailers of light,10/10/2011,35.957392,-75.624062
23307,2010-01-27 20:30:00,charlotte,nc,USA,fireball,60.0,20:30-20:31,Weird object goes across sky and boards a sationary object.  ((NUFORC Note:  Student report.  PD)),2/14/2010,35.2269444,-80.8433333
36842,1989-04-15 03:30:00,idaho falls,id,USA,rectangle,600.0,10 minites,12&#39x8&#39 rectangle emmiting blinding lights riding my car bumper until i stoped.,3/16/2001,43.4666667,-112.0333333
76696,2008-09-02 22:00:00,ocean city (45 miles offshore from),md,USA,light,1200.0,20 minutes,A string of lights that came on and off for 20 minutes,10/31/2008,38.3363889,-75.0852778
43619,2011-05-21 01:29:00,nashville,nc,USA,oval,360.0,6 minutes,Rumbling noise&#44 lights&#44 multicolor lights&#44 medium speed going across the sky.,5/29/2011,35.9744444,-77.9658333
43837,2004-05-22 13:00:00,leusden (netherlands),,Other,teardrop,60.0,about a minute,I saw just one UFO flying in the vicinity of my house. The shape of the craft was like a drop. When it moved&#44 it was gray&#44 but when it,5/24/2005,52.118759,5.40633
36997,2006-04-15 01:30:00,san antonio,tx,USA,oval,5520.0,1 hr 32 min.,Invisable by the human eye but caught on infared film.,8/12/2008,29.4238889,-98.4933333
13398,2002-11-28 10:30:00,st. cloud (south of),mn,USA,other,60.0,~1 minute,Large&#44 black&#44 foil / wing flying low over field near highway in dayimte.,12/23/2002,45.5608333,-94.1622222
78847,1998-09-03 03:00:00,crescent city (100 miles south of),ca,USA,formation,240.0,4 min - good stare,5 points of light&#44 quite distant&#44 looked to be playing&#44having fun.,4/2/1999,41.7561111,-124.2005556
39909,2009-04-30 21:40:00,galt,ca,USA,triangle,600.0,10 min,Black triangle with rounded edges with bright round lights near each corner&#44 crossed over freeway I-5 April 30th at 9:40 PM .,5/12/2009,38.2547222,-121.2988889
72842,2003-09-10 05:30:00,converse,tx,USA,triangle,20.0,20 seconds,Triangle shaped object seen near Randolph AFB,9/24/2003,29.5177778,-98.3158333
24732,2005-01-05 22:45:00,lewisville,nc,USA,triangle,600.0,approx. 10 min,OBJECT WAS 3 LIGHTS IN THE SHAPE OF A TRIANGLE WITH BEAMS OF LIGHT ((NUFORC Note:  Student report.  PD)),5/11/2005,36.0969444,-80.4194444
33158,2004-03-23 20:30:00,vanceboro,nc,USA,sphere,300.0,5 minutes,Strange light in the sky over Eastern NC,3/28/2004,35.3083333,-77.1544444
18977,2006-12-19 21:00:00,sheridan,wy,USA,light,300.0,multiple hours,Bright light in southeastern sky emitting red&#44 green&#44 and white light. Moved in unequal intervals.,2/1/2007,44.7972222,-106.9555556
14270,2013-11-03 19:00:00,medford,or,USA,triangle,120.0,2 minutes,Hovering triangle shape&#44  bright white light on each corner&#44  silent&#44  took off very fast.,11/11/2013,42.3266667,-122.8744444
15069,2011-11-05 22:00:00,capistrano beach,ca,USA,fireball,60.0,1 minute,Bright glowing ball huvering over the ocean&#44jerked to the right than down&#44than vanished&#33&#33,12/12/2011,33.4625,-117.6708333
17661,1998-12-12 18:45:00,atlanta (e of&#44 near the la border),tx,USA,fireball,20.0,20 seconds,I was sitting in a stand hunting when I caught the reflection of a light on my glasses.  I looked up and thought it was a planet which,11/20/2002,33.1136111,-94.1641667
55301,1990-07-01 20:30:00,san diego,ca,USA,other,30.0,30 seconds,like a large high-voltage tower on its side&#44 with lights&#44 moving slowly,10/11/2005,32.7152778,-117.1563889
42923,2010-05-17 22:20:00,grant,al,USA,teardrop,900.0,10-15 mins,2 Teardrop shaped crafts sighted&#44 one followed us down the mountain,6/3/2010,34.5286111,-86.2533333
65418,2006-08-12 22:00:00,jackson,nh,USA,light,30.0,30 seconds,Bright headlights&#44 pulsating objecting moving in rapid multiple directions.,10/30/2006,44.1441667,-71.1813889
63785,2006-07-08 23:00:00,nj parkway (mm60),nj,Other,light,900.0,15 mins,3 Lights moving in formation&#44 and alternating patterns,7/16/2006,40.094497,-74.041329
10356,1999-11-18 02:18:00,carlsbad,ca,USA,triangle,2.0,2 seconds,V shaped formation of approximately 7 lights obseved for 2 seconds. Formation approx 2 1/2 fingers wide&#44 seen for 30 deg. of arc. No so,11/23/1999,33.1580556,-117.3497222
9636,2011-11-15 21:45:00,perth amboy,nj,USA,light,300.0,less than 5 mins,Lighted symmetrical &#8220;CROSS-HAIR LIGHT EVENT&#8221; Nov/2011,12/12/2011,40.5066667,-74.2658333
51375,2012-06-23 23:15:00,santa rosa,ca,USA,light,300.0,5 minutes,2 bright orange lights over Santa Rosa Ca.,7/4/2012,38.4405556,-122.7133333
9718,1999-11-16 07:15:00,diamond bar,ca,USA,disk,30.0,30 seconds,Observed disk shaped craft with dome while traveling n/bound on 57 FWY.,11/17/1999,34.0286111,-117.8094444
73221,2010-09-11 17:15:00,seattle,wa,USA,triangle,120.0,2 minutes,I was driving home from work. I do not remember the exact date. It was light out in Seattle and it happened within a year of now. I was,5/2/2011,47.6063889,-122.3308333
6016,2013-10-31 21:03:00,arcanum,oh,USA,unknown,15.0,10-15 seconds,Loud stationary noise and lights.,11/11/2013,39.99,-84.5533333
44957,2011-05-29 00:00:00,el paso,tx,USA,oval,300.0,less than 5 min,Strange Orb above El Paso.,6/3/2011,31.7586111,-106.4863889
6233,1998-10-04 04:45:00,yamhill,or,USA,fireball,4.0,4 seconds,A blue/green ball of light.,11/1/1998,45.3416667,-123.1861111
50667,2007-06-21 21:30:00,yakima,wa,USA,light,10.0,10 seconds,Fast&#44 white&#44 solid light.  Fast&#44 white&#44 solid light.  ((NUFORC Note: ISS??  PD)),8/7/2007,46.6022222,-120.5047222
55141,1965-07-01 17:00:00,mt. vernon,il,Other,disk,600.0,5-10 minutes,a late summer afternoon in a suburban neighborhood on a very clear day&#44 with a moderate breeze blowing from the west.  I looked up to w,4/27/2004,38.317271,-88.90312
41629,1999-05-01 22:00:00,greenville,il,USA,fireball,2.0,1-2 sec,Green Fireball in lightning pattern observed.,8/30/1999,38.8922222,-89.4130556
4301,2007-10-24 17:25:00,columbus,ne,USA,sphere,600.0,5-10 min,4 to 5  shinny object with no sound flew over the house heading due west.,11/28/2007,41.4297222,-97.3680556
18827,2005-12-18 18:14:00,sault ste. marie,mi,Other,light,10.0,10 seconds,Another light in the sky disappears,2/14/2006,46.521858,-84.34609
66766,2009-08-15 22:00:00,dracut,ma,USA,fireball,60.0,1 minute,Orange fireball in NE SKY&#44 i minute,8/27/2009,42.6702778,-71.3025
32333,2003-03-19 21:25:00,parma,oh,USA,triangle,600.0,10 minutes,Triangular craft&#44 from the front you only saw white light&#44 almost invisible in the sky&#44 pyramid characteristics,5/15/2013,41.4047222,-81.7230556
28744,2014-02-26 19:00:00,albuquerque,nm,USA,other,120.0,2 minutes,Twinkling string like light high up in the sky not surrounding by anything,3/18/2014,35.0844444,-106.6505556
29578,2003-02-06 06:10:00,arkport,ny,USA,changing,1200.0,20 minutes,Object in sky brighter than all others&#44 clear morning; moved from right to left and then in a circular pattern.,3/21/2003,42.3944444,-77.6969444
4524,2007-10-25 08:00:00,sioux falls&#44 sd,sd,Other,unknown,900.0,15 minutes,Ufo entered atmosphere and hovered over city.  videotaped by Keloland tv&#44 Rapid City Web cam.  ((NUFORC Note:  Contrail.  PD)),11/28/2007,43.544596,-96.731103
73011,2012-09-10 21:00:00,layton,ut,USA,cone,3600.0,1 hour,Cone hovered above layton ut for one hour,9/24/2012,41.0602778,-111.9702778
75006,2012-09-15 21:14:00,kalamazoo,mi,USA,fireball,20.0,20 seconds,Reddish-orange fireball,9/24/2012,42.2916667,-85.5872222
4183,2013-10-23 18:30:00,stratham,nh,USA,fireball,240.0,3-4 minutes,Bright yellow/orange fireball hovered with no noise at low altitude&#44 shining right at my house.,11/11/2013,43.0238889,-70.9141667
7086,2007-10-08 23:55:00,newport,nc,USA,changing,3600.0,almost 1 hour,Bright blinking rows of lights with a red light that changed position&#44 hovering in the northern and northwest sky.,11/28/2007,34.7863889,-76.8594444
379,2006-10-11 11:29:00,lynnwood,wa,USA,unknown,120.0,a few minutes,I noticed a very white tail behind an object traveling north in the southern sky. It appeared to be very high and far away. The object,10/30/2006,47.8211111,-122.3138889
664,1999-10-01 19:00:00,nellis air force base (50-100 miles east of),nv,Other,light,180.0,3 minutes,On Friday October 1 around 7 in the evening I was driving south and about 50 miles east of Nellis Air Force base.I noticed an bright ob,11/17/1999,36.241416,-115.050807
79030,2012-09-03 22:00:00,marlboro,ma,USA,fireball,600.0,10 minutes,Fireball moving towards us then stopped &amp; faded away slowly,9/24/2012,42.7166667,-70.9736111
56885,1998-07-15 22:30:00,killeen/willow springs (area),tx,Other,flash,5.0,5 seconds,flash of light while talking outside with my girlfriend,8/16/2002,31.106856,-97.763952
10645,2002-11-19 05:35:00,wall,nj,Other,chevron,7.0,7 seconds.,While viewing the meteor shower&#44 I noticed 2-3 chevron shaped objects traveling in formation from North to South. The objects were a di,11/20/2002,40.160667,-74.067975
69480,2000-08-25 21:30:00,bootle (uk/england),,Britain,triangle,900.0,15 min,I was walking along the beach (north) towards Southport When I noticed a or really felt a strong warm breeze go past me. As I looked up,9/17/2000,53.466667,-3.016667
34417,2012-03-31 22:10:00,corinth,ms,USA,light,5.0,4 to 5 seconds,Orange/copper light very bright then faded quickly seen in Northeast Mississippi,5/13/2012,34.9341667,-88.5222222
4849,2001-10-27 23:00:00,durban (south africa),,Other,disk,2.0,few seconds,comman disk,11/20/2001,-29.85868,31.02184
38197,2011-04-21 00:00:00,morton,mn,USA,rectangle,10.0,10 seconds,Large unexplainable rectangular&#44 clear-shaped &quot;form&quot; seen in night sky,5/2/2011,44.5513889,-94.9841667
12901,2003-11-25 00:00:00,scarborough,me,USA,light,2.0,1-2 seconds,incredibly fast tranveling large white ball of light over scarborough,10/20/2005,43.5780556,-70.3222222
29523,2013-02-05 07:30:00,providence,ri,USA,cigar,180.0,3:00,Bright light cigar shape hovering and disappearing.,2/18/2013,41.8238889,-71.4133333
9492,2003-11-15 22:00:00,jacksonville beach,fl,USA,rectangle,120.0,2 minutes,UFO streaks past hotel and unreported aerial search of beach and ocean is conducted by the navy (most likely) or coast gaurd,11/26/2003,30.2944444,-81.3933333
75058,1999-09-16 04:05:00,menomonie,wi,USA,egg,1800.0,30 min.,post script to Leader Telegram article reporting strange object in sky witnessed by 3 people.,10/19/1999,44.8755556,-91.9191667
46510,1997-06-10 22:00:00,louisville (directly over metropolitan area),ky,USA,other,40.0,40 seconds,I was riding parallel to downtown Louisville on the Indiana side of the Ohio river. Was In &quot;Floyds knobs&quot; in New Albany&#44 Ind....looking,1/28/1999,38.2541667,-85.7594444
79975,2007-09-08 20:45:00,hyde park,vt,USA,light,60.0,1 min,Steady light suddelly brightened and steaked across the sky.,10/8/2007,44.5938889,-72.6169444
16784,2009-01-20 19:45:00,modesto,ca,USA,unknown,120.0,2 minutes,Slowly pulsing red light moving slowly in a south east direction over Modesto&#44 Ca.,3/19/2009,37.6391667,-120.9958333
5927,2008-10-31 23:25:00,anderson,in,USA,fireball,900.0,15 minutes,Nine glowing objects seen over my house in Anderson Indiana,1/10/2009,40.1052778,-85.6802778
35731,2009-04-10 21:30:00,ramsey,mn,USA,teardrop,120.0,2 minutes,Red -Orange teardrop shaped &#44  silent  fast moving obect,4/14/2009,45.2461111,-93.4519444
12177,2012-11-02 21:30:00,liberty,me,USA,light,300.0,5 minutes,Fireball in Liberty,11/4/2012,44.3891667,-69.3033333
15005,2009-01-15 19:00:00,holden,me,USA,rectangle,240.0,4 min,Saw a greyish black stretched cube with rounded corners with bright white windows on it,3/19/2009,44.7527778,-68.6794444
56397,2012-07-14 22:05:00,hollister,ca,USA,light,120.0,2 minutes,Formations of lights hovering in the sky&#44 then moving up in an angle.,8/5/2012,36.8525,-121.4005556
15007,2009-11-05 19:30:00,fort walton beach,fl,USA,triangle,15.0,15 seconds,Second triangle craft near Eglin AFB Spotted.,12/12/2009,30.4055556,-86.6188889
3098,1968-10-20 20:00:00,wayne,mi,USA,oval,3600.0,1 hour,A grey oval craft hovering over a hambuger standfor an hour about 200  feet  above the light poles with no sound.,8/12/2008,42.2813889,-83.3863889
45574,2013-05-04 21:00:00,aloha,or,USA,formation,180.0,2-3 minutes,Three Bright white lights in Triangular formation,7/3/2013,45.4944444,-122.8658333
5843,2005-10-31 02:55:00,marion,nc,USA,sphere,4.0,4 secs,Bright green orb falling from sky in the same fashion as a shooting star.,11/3/2005,35.6838889,-82.0094444
24171,2004-01-31 04:00:00,richmond (canada),bc,Canada,light,1500.0,25 minutes,Richmond&#44 BC -  Jan 31/04 - 4:am - Odd rushing air sound and a row of four lights hovering in the sky which quickly disappeared.,2/12/2004,45.666667,-72.15
1701,2013-10-14 20:30:00,point arena,ca,USA,triangle,900.0,15 minutes,2 very different incidences a week apart&#44 triangler (tonight)&#44 and very bright far away organish glow.(10/9/2013),10/23/2013,38.9088889,-123.6919444
